"Advanced Voice Recognition Systems, Inc. is headquartered in Scottsdale, Arizona.",0 39
AdvanSix Inc. manufactures and sells polymer resins in the United States,0 12
"AdvanSix Inc. was incorporated in 2016 and is headquartered in Parsippany, New Jersey.",0 12
AdvanSource Biomaterials Corporation develops polymer materials for use in the design and development of medical devices used for treating a range of anatomical sites and disease states.,0 36
"The company was formerly known as CardioTech International, Inc. and changed its name to AdvanSource Biomaterials Corporation in October 2008.",34 63 89 125
"AdvanSource Biomaterials Corporation was founded in 1993 and is headquartered in Wilmington, Massachusetts.",0 36
"Advant-e Corporation, through its subsidiaries, develops, markets, resells, and hosts software; and provides services that allow its customers to send and receive business documents electronically in standard and proprietary formats.",0 20
"Advant-e Corporation was founded in 1994 and is based in Beavercreek, Ohio.",0 20
Advantego Corporation develops software products and related services.,0 21
"The company was formerly known as Golden Eagle International, Inc. and changed its name to Advantego Corporation in February 2018",34 65 91 112
"Advantis Corp. develops and markets products focusing on medical cannabis, research, and pharmaceutical sectors.",0 13
"Advantis Corp. was formerly known as Ramoil Management, Ltd. and changed its name to Advantis Corp. in December 2015.",0 13 37 59 85 98
"Advantis Corp. is based in Santa Ana, California.",0 13
"Advanzeon Solutions, Inc. provides managed care services in the behavioral health, substance abuse, and pharmacy management fields in 47 states, the District of Columbia, and Puerto Rico.",0 24
"The company was formerly known as Comprehensive Care Corporation and changed its name to Advanzeon Solutions, Inc. in January 2014.",34 64 89 113
"Advanzeon Solutions, Inc. was founded in 1969 and is headquartered in Tampa, Florida.",0 24
"Advaxis, Inc., a clinical stage biotechnology company, focuses on the discovery, development, and commercialization of Listeria monocytogenes (Lm) technology based immunotherapies in the United States.",0 12
"The company has collaboration and licensing agreements with Bristol-Myers Squibb Company; Amgen Inc.; Sellas Life Science Group; Merck & Co., Inc.; MedImmune/AstraZeneca PLC; Especificos Stendhal SA de CV; Aratana Therapeutics Inc.; and Global BioPharma Inc.",60 88 90 99 102 127 129 145 148 173 206 230 237 257
"Advaxis, Inc. was founded in 2002 and is based in Princeton, New Jersey.",0 12
"Adverum Biotechnologies, Inc., a clinical-stage gene therapy company, engages in developing gene therapy product candidates that target serious rare and ocular diseases.",0 28
"It has collaboration agreement with Editas Medicine, Inc. to leverage its proprietary AAV vectors for genome editing technologies to treat up to five inherited retinal diseases; and Regeneron Pharmaceuticals, Inc. for the development of up to eight distinct ocular therapeutic targets, as well as includes AVA-311 for the treatment of juvenile X-Linked Retinoschisis.",36 56 182 212 
"The company was formerly known as Avalanche Biotechnologies, Inc. and changed its name to Adverum Biotechnologies, Inc. in May 2016.",34 64 90 118
"Adverum Biotechnologies, Inc. was founded in 2006 and is headquartered in Menlo Park, California.",0 28
"AECOM, together with its subsidiaries, engages in designing, building, financing, and operating infrastructure assets worldwide.",0 5
The company was formerly known as AECOM Technology Corporation and changed its name to AECOM in January 2015. ,34 62 87 92
"AECOM was founded in 1980 and is headquartered in Los Angeles, California.",0 5
"Aegion Corporation provides technologies to maintain, rehabilitate, and strengthen infrastructure worldwide.",0 18
"Aegion Corporation was founded in 1980 and is headquartered in St. Louis, Missouri.",0 18
"Aeglea BioTherapeutics, Inc., a clinical-stage biotechnology company, designs and develops human enzyme therapeutics for the treatment of patients with rare genetic diseases and cancer.",0 27
"Aeglea BioTherapeutics, Inc. has a clinical collaboration agreement with Merck to evaluate the combination of pegzilarginase with Merck’s anti-PD1 therapy, pembrolizumab, for the treatment of patients with small cell lung cancer.",0 27
"The company was formerly known as Aeglea BioTherapeutics Holdings, LLC and changed its name to Aeglea BioTherapeutics, Inc. in March 2015.",34 70 95 122
"Aeglea BioTherapeutics, Inc. was founded in 2013 and is headquartered in Austin, Texas.",0 27
"Aehr Test Systems designs, engineers, manufactures, and sells test and burn-in equipment used in the semiconductor industry worldwide.",0 17
"Aehr Test Systems was founded in 1977 and is headquartered in Fremont, California.",0 17
"Aemetis, Inc. operates as a renewable fuels and bio-chemicals company in North America and India.",0 12
"The company was formerly known as AE Biofuels, Inc. and changed its name to Aemetis, Inc. in November 2011",34 50 76 88
"Aemetis, Inc. was founded in 2005 and is headquartered in Cupertino, California.",0 12 
"Aeolus Pharmaceuticals, Inc., a biopharmaceutical company, develops a platform of novel compounds for use in biodefense, fibrosis, oncology, infectious, and central nervous system diseases in the United States.",0 27 
"Aeolus Pharmaceuticals, Inc. was founded in 1994 and is based in Mission Viejo, California.",0 27
"AEON Global Health Corp., together with its subsidiaries, provides various clinical laboratory testing services in the United States.",0 23
"In addition, AEON Global Health Corp. offers post contract customer support services.",13 36
The company was formerly known as Authentidate Holding Corp. and changed its name to AEON Global Health Corp. in January 2018.,34 59 85 108
"AEON Global Health Corp. is based in Gainesville, Georgia.",0 23
"AER Energy Resources, Inc., through its subsidiaries, engages in acquiring, managing, and operating oil and gas properties in North America.",0 25
"AER Energy Resources, Inc. was founded in 1989 and is based in Scottsdale, Arizona.",0 25
"Aerie Pharmaceuticals, Inc., an ophthalmic pharmaceutical company, focuses on the discovery, development, and commercialization of first-in-class therapies for the treatment of glaucoma and other eye diseases",0 26
"Aerie Pharmaceuticals, Inc. was founded in 2005 and is headquartered in Durham, North Carolina.",0 26
"Aerius International, Inc. operates as a cell phone engineering, product design, and marketing company in the United States and internationally.",0 25
"Aerius International, Inc. is based in Billings, Montana.",0 25
"Aerkomm Inc., together with its subsidiaries, focuses on providing in-flight entertainment and connectivity solutions in the Asian Pacific region.",0 11
"Aerkomm Inc. was founded in 2014 and is based in Incline Village, Nevada.",0 11
"AeroCentury Corp., together with its subsidiaries, acquires and leases aircraft and aircraft engines to regional airlines in the United States and internationally.",0 16
"AeroCentury Corp. was founded in 1989 and is headquartered in Burlingame, California.",0 16
"Aerohive Networks, Inc., together with its subsidiaries, designs and develops cloud networking and enterprise Wi-Fi solutions in the Americas, Europe, the Middle East and Africa, and the Asia Pacific.",0 22
"Aerohive Networks, Inc. was incorporated in 2006 and is headquartered in Milpitas, California.",0 22
"Aerojet Rocketdyne Holdings, Inc. designs, develops, manufactures, and sells aerospace and defense products and systems in the United States.",0 32
"The company operates through two segments, Aerospace and Defense, and Real Estate.",
"The company was formerly known as GenCorp Inc. and changed its name to Aerojet Rocketdyne Holdings, Inc. in April 2015. ",34 45 71 103
"Aerojet Rocketdyne Holdings, Inc. was founded in 1915 and is headquartered in El Segundo, California.",0 32
"AeroVironment, Inc. designs, develops, produces, supports, and operates a portfolio of products and services for government agencies and businesses.",0 18
"AeroVironment, Inc. was founded in 1971 and is headquartered in Monrovia, California.",0 18
"Aerpio Pharmaceuticals, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for ocular diseases.",0 27
"Aerpio Pharmaceuticals, Inc.(OTCPK:ARPO) operates independently of Akebia Therapeutics, Inc. as of December 22, 2011.",0 27 67 91
"Aeterna Zentaris Inc., a specialty biopharmaceutical company, engages in developing and commercializing pharmaceutical therapies for treating oncology, endocrinology, and women's health. ",0 20
"It also has a collaboration agreement with Sinopharm A-Think Pharmaceuticals Co., Ltd. for the development, manufacture, and commercialization of Zoptrex, which has completed Phase III clinical study for women with advanced, recurrent, or metastatic endometrial cancer in the People's Republic of China",43 85 
"Aeterna Zentaris Inc. was founded in 1991 and is headquartered in Summerville, South Carolina.",0 20
"Aethlon Medical, Inc., a medical device company, focuses on creating devices that address unmet medical needs in health and biodefense worldwide.",0 20
Aetna Inc. operates as a health care benefits company in the United States.,0 9
"Aetna Inc. was founded in 1853 and is based in Hartford, Connecticut.",0 9
"Aevi Genomic Medicine, Inc., a clinical stage biopharmaceutical company, researches and develops novel therapies for pediatric onset and life-altering diseases in the United States.",0 26
"It has a strategic collaboration with Kyowa Hakko Kirin Co., Ltd. for an early stage monoclonal antibody program in an ultra-orphan pediatric indication.",38 64 
"The company was formerly known as Medgenics, Inc. and changed its name to Aevi Genomic Medicine, Inc. in December 2016.",34 48 74 100
"Aevi Genomic Medicine, Inc. was founded in 2000 and is based in Wayne, Pennsylvania.",0 26
"AFA Protective Systems, Inc., together with its subsidiaries, installs, operates, maintains, and sells protective systems to safeguard life and property from various hazards primarily in the eastern United States.",0 27
"The company was formerly known as Automatic Fire Alarm Co. and changed its name to AFA Protective Systems, Inc. in 1970.",34 57 83 110
"AFA Protective Systems, Inc. was founded in 1873 and is headquartered in Syosset, New York.",0 27
"Affiliated Resources Corporation, through ChemWay Systems, Inc., produces aftermarket automotive fluids, including automotive care and performance products, refrigerants, lubricants and solvents.",0 32 42 62
"Affinion Group Holdings, Inc. engages in designing, marketing, and servicing customer engagement and loyalty solutions worldwide.",0 28 
"Affinion Group Holdings, Inc. was founded in 1973 and is headquartered in Stamford, Connecticut.",0 28
"Affinity Beverage Group, Inc. focuses on the provision of consumer products in the health and wellness sector.",0 28
"The company, through its subsidiary, Village Tea Company Distribution, Inc., provides loose leaf tea and accessories under the Village Tea brand for retailers in North America, as well as through ecommerce retailers and its Website villageteaco.com; and sweeteners under the Pura Organic Agave brand.",37 74   
Affinity Gold Corporation acquires and develops metals and minerals in Latin America.,0 25
"Affinity Gold Corporation was formerly known as Syncfeed, Inc. and changed its name to Affinity Gold Corporation in February 2009.",0 25 48 61 87 112
"Affinity Networks, Inc. engages in the development and implementation of electronic solutions.",0 22
"The company was formerly known as Satelinx International, Inc. and changed its name to Affinity Networks, Inc. in August 2007.",34 61 87 109
"Affinity Networks is based in Arlington, Virginia.",0 17
"Affymax, Inc. does not have significant operations.",0 12
"AFG Holdings, Inc., an original equipment manufacturer (OEM), designs and manufactures mission critical equipment and provides related consumable products, parts, and aftermarket services.",0 17
"The company was formerly known as FR AFG Holdings, Inc. and changed its name to AFG Holdings, Inc. in June 2017.",34 54 80 97
"AFG Holdings, Inc. was founded in 1996 and is headquartered in Houston, Texas.",0 17
"Aflac Incorporated, through its subsidiary, American Family Life Assurance Company of Columbus, provides voluntary supplemental health and life insurance products",0 18
"Aflac Incorporated was founded in 1955 and is headquartered in Columbus, Georgia.",0 18
African American Medical Network Inc. owns and operates a television network that broadcasts education programs addressing medical and health issues for African American patients.,0 36
"AfterMaster, Inc., together with its subsidiaries, operates as an audio technology company in the United States.",0 16
"The company was formerly known as Studio One Media, Inc. and changed its name to AfterMaster, Inc. in September 2015.",34 55 81 97
"AfterMaster, Inc. is based in Scottsdale, Arizona.",0 16
"AG Mortgage Investment Trust, Inc., a real estate investment trust, focuses on investing in, acquiring, and managing a portfolio of residential mortgage assets, other real estate-related securities, and financial assets.",0 33 
"AG&E Holdings Inc., through its subsidiary, American Gaming & Electronics, Inc., distributes parts, and repairs and services gaming equipment to casinos in the United States.",0 17 44 78 
"The company was formerly known as Wells-Gardner Electronics Corporation and changed its name to AG&E Holdings, Inc. in October 2014.",34 71 96 114
"AG&E Holdings, Inc. was founded in 1925 and is headquartered in Hammonton, New Jersey.",0 18
AGCO Corporation manufactures and distributes agricultural equipment and related replacement parts worldwide.,0 16
"The company offers high horsepower tractors for larger farms, primarily for row crop production; utility tractors for small- and medium-sized farms, as well as for dairy, livestock, orchards, and vineyards; and compact tractors for small farms, specialty agricultural industries, landscaping, and residential uses.",
"AGCO Corporation was founded in 1990 and is headquartered in Duluth, Georgia.",0 16
"AgEagle Aerial Systems, Inc. designs, develops, produces, distributes, and supports unmanned aerial vehicles for the precision agriculture industry.",0 27
"Agent Information Software, Inc., together with its subsidiaries, provides software products and services used to create, manage, publish, and access information content through Internet/Web in the United States and Canada.",0 31 
The company was formerly known as Antigenics Inc. and changed its name to Agenus Inc. in January 2011. ,34 48 74 84
"Agenus Inc. was founded in 1994 and is headquartered in Lexington, Massachusetts.",0 10
"Agile Therapeutics, Inc., a women's healthcare company, focuses on the development and commercialization of prescription contraceptive products for women.",0 23
"Agile Therapeutics, Inc. was founded in 1997 and is headquartered in Princeton, New Jersey.",0 23
"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide.",0 25
"Agilent Technologies, Inc. was founded in 1999 and is headquartered in Santa Clara, California.",0 25
"Agilysys, Inc., together with its subsidiaries, operates as a developer and marketer of hardware and software products and services to the hospitality industry in North America, Europe, the Asia-Pacific, and India.",0 13
"Agilysys, Inc. serves various sectors, including gaming; hotels, resorts, and cruise; foodservice management; and restaurants, universities, stadia, and healthcare.",0 13
"The company was formerly known as Pioneer-Standard Electronics, Inc. and changed its name to Agilysys, Inc. in 2003",34 67 93 106
"Agilysys, Inc. was founded in 1963 and is headquartered in Alpharetta, Georgia.",0 13
"Agios Pharmaceuticals, Inc., a biopharmaceutical company, engages in the discovery and development of medicines for the treatment of cancer and rare genetic metabolic disorders in the United States.",0 26
"Agios Pharmaceuticals has a collaboration and license agreement with Celgene Corporation to discover, develop, and commercialize disease-altering therapies in oncology; and Celgene International II Sarl to develop and commercialize AG-881 products",0 21 69 88 
AgJunction Inc. provides hardware and software solutions for the precision agricultural industry worldwide,0 14
The company was formerly known as Hemisphere GPS Inc. and changed its name to AgJunction Inc. in May 2013.,34 52 78 92
"AgJunction Inc. was incorporated in 1990 and is headquartered in Hiawatha, Kansas.",0 14
AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States.,0 20
The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016.,34 62 88 108
"AGNC Investment Corp. was founded in 2008 and is headquartered in Bethesda, Maryland.",0 20
"Agri Dynamics, Inc. is a holding company providing management consulting services.",0 18
"Agrisolar Solution, Inc., through its subsidiaries, engages in the design, manufacture, distribution, and sale of solar products for agricultural use in the People’s Republic of China and internationally",0 23
"The company was formerly known as Z Trim Holdings, Inc. and changed its name to Agritech Worldwide, Inc. in April 2016.",34 54 80 103
"Agritech Worldwide, Inc. was founded in 1994 and is based in New York, New York.",0 23
"Agritek Holdings, Inc. offers services to the cannabis sector in the United States.",0 21
"The company was formerly known as MediSwipe Inc. and changed its name to Agritek Holdings, Inc. in April 2014.",34 47 73 94
"Agritek Holdings, Inc. was incorporated in 1997 and is headquartered in Miami, Florida.",0 21
Agro Capital Management Corp. does not have significant operations,0 28
The company was formerly known as Guate Tourism Inc. and changed its name to Agro Capital Management Corp. in December 2015.,34 51 77 105
"Agro Capital Management Corp. was founded in 2013 and is based in New York, New York.",0 28
"AgroFresh Solutions, Inc. provides data-driven specialty solutions worldwide.",0 24
"The company was formerly known as Boulevard Acquisition Corp. and changed its name to AgroFresh Solutions, Inc. in July 2015",34 60 86 110
"AgroFresh Solutions, Inc. is headquartered in Philadelphia, Pennsylvania.",0 24
"AHAlife Holdings Limited, a digital marketplace, engages in the online sale of luxury and designer lifestyle products worldwide.",0 24 
"Aileron Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing a novel class of therapeutics in the United States.",0 25
"The company’s lead product candidate is ALRN-6924, a stapled peptide, which is in Phase I clinical trial for the treatment of advanced solid tumors or lymphomas; Phase IIa clinical trial to treat peripheral T-cell lymphoma; Phase I clinical trial for the treatment of acute myeloid leukemia (AML) and advanced myelodysplastic syndrome (MDS); and Phase IIb trial to treat AML/MDS in combination with cytosine arabinoside",
"The company was formerly known as Renegade Therapeutics, Inc. and changed its name to Aileron Therapeutics, Inc. in February 2007.",34 60 86 111
"Aileron Therapeutics, Inc. was founded in 2001 and is based in Cambridge, Massachusetts.",0 25
"AIM Exploration Inc., an exploration stage company, engages in the acquisition and exploration of mineral properties.",0 19
"Aimmune Therapeutics, Inc., a clinical-stage biopharmaceutical company, develops and commercializes product candidates for the treatment of peanut and other food allergies.",0 25
"The company was formerly known as Allergen Research Corporation and changed its name to Aimmune Therapeutics, Inc. in May 2015.",34 63 88 113
"Aimmune Therapeutics, Inc. was founded in 2011 and is headquartered in Brisbane, California.",0 25 
"Aimrite Holdings Corporation, a development stage company, engages in the acquisition of technologies for commercialization with university research parks and technology development organizations",0 28 
Aimrite Holdings Corporation holds the worldwide patent rights to the Computer Optimized Adaptive Suspension Technology (COAST) system.,0 28 
"The company was formed as Q-Com Corp. on September 6, 1988. ",26 36
"Q-Com changed its name to Drink World, Inc. on April 10, 1995; and to Aimrite Holdings Corporation on July 21, 1995",0 5 26 42 70 98
"Air Industries Group, an aerospace and defense company, designs and manufactures structural parts and assemblies that focus on flight safety.",0 20
"Air Lease Corporation, an aircraft leasing company, engages in the purchase and leasing of commercial jet transport aircraft to airlines worldwide.",0 21
"Air Lease Corporation was founded in 2010 and is based in Los Angeles, California.",0 21
"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, electronics and performance materials, equipment, and services worldwide",0 31
"Air Products and Chemicals, Inc. was founded in 1940 and is headquartered in Allentown, Pennsylvania.",0 31
"Air T, Inc., together with its subsidiaries, provides overnight air cargo, ground equipment sale, and ground support services in the United States and internationally.",0 10
"Air T, Inc. was founded in 1980 and is headquartered in Denver, North Carolina.",0 10
"Air Transport Services Group, Inc., through its subsidiaries, operates in the airfreight and logistics industry.",0 33
"The company, formerly known as ABX Holdings, Inc., was founded in 1980 and is headquartered in Wilmington, Ohio.",31 48
"Airborne Security & Protective Services, Inc. operates as a security service company in the United States.",0 44
"The company was formerly known as Quality Restaurant Ventures, Inc. and changed its name to Airborne Security & Protective Services, Inc. in April 2010.",34 66 92 136
"Airborne Security & Protective Services, Inc. is headquartered in North Miami Beach, Florida.",0 44
"Airborne Wireless Network, a development stage company, focuses on developing, marketing, and licensing a fully-meshed high-speed broadband airborne wireless network by linking aircraft in flight.",0 25
"The company was formerly known as Ample-Tee, Inc. and changed its name to Airborne Wireless Network in May 2016.",34 48 74 99
"Airborne Wireless Network was founded in 2011 and is based in Simi Valley, California.",0 25
"Aircastle Limited, through its subsidiaries, leases, finances, sells, and manages commercial flight equipment to airlines worldwide. ",0 17
"The company was formerly known as AM Group and changed its name to Airgain, Inc. in 2004",34 42 67 79
"Airgain, Inc. designs, develops, and engineers antenna products for original equipment and design manufacturers, chipset vendors, and service providers worldwide.",0 12
"Airgain, Inc. was founded in 1995 and is headquartered in San Diego, California.",0 12
Airspan Networks Inc. provides 4G broadband wireless products and solutions worldwide.,0 20
"The company’s products and services deliver high-speed data, voice, and multimedia services to operators and vertical markets in licensed and unlicensed frequency bands covering from 700MHz up to 6GHz.",
"Airspan Networks Inc. was founded in 1992 and is headquartered in Boca Raton, Florida.",0 20
"AirTouch Communications, Inc., a technology firm, engages in the development and marketing of communication devices in the United States",0 28
"AirTouch Communications, Inc. provides its products to the dealer networks through various channels, including a U.S. carrier. ",0 28
"The company was formerly known as Waxess Holdings, Inc. and changed its name to AirTouch Communications, Inc. in July 2011.",34 54 80 108
"AirTouch Communications, Inc. was founded in 2004 and is based in Newport Beach, California.",0 28
"AirXpanders, Inc. designs, manufactures, sales, and distributes medical devices in the Australia, the United States, and Europe.",0 16
"AirXpanders, Inc. was founded in 2005 and is based in San Jose, California.",0 16
"AIT Therapeutics, Inc., a clinical-stage medical device and biopharmaceutical company, develops nitric oxide (NO) delivery systems to treat respiratory and other diseases",0 21
"Ajia Innogroup Holdings Limited intends to provide a Website and mobile application to assist event planners in locating performers, entertainers, bands and speakers, booking locations, and planning events in the United States and Canada.",0 31
"The company was formerly known as Wigi4you, Inc. and changed its name to Ajia Innogroup Holdings Limited in March 2018.",34 47 73 104
"Ajia Innogroup Holdings Limited was founded in 2014 and is based in Las Vegas, Nevada.",0 31
"AJS Bancorp, Inc. operates as the savings and loan holding company for A.J. Smith Federal Savings Bank that provides various banking products and services.",0 16
"AJS Bancorp, Inc. was founded in 1892 and is headquartered in Midlothian, Illinois.",0 16
"AK Steel Holding Corporation, through its subsidiary, AK Steel Corporation, produces flat-rolled carbon, stainless, and electrical steels, and tubular products in the United States and internationally.",0 28 54 74
"AK Steel Holding Corporation was founded in 1993 and is headquartered in West Chester, Ohio.",0 28
"Akamai Technologies, Inc. provides cloud services for delivering, optimizing, and securing content and business applications over the Internet in the United States and internationally.",0 24
"Akamai Technologies, Inc. was founded in 1998 and is headquartered in Cambridge, Massachusetts.",0 24
"kebia Therapeutics, Inc., a biopharmaceutical company, focuses on the development and commercialization of novel therapeutics for patients with renal disease through hypoxia-inducible factor (HIF) biology",0 24
"Akers Biosciences, Inc., together with its subsidiaries, develops, manufactures, and supplies rapid screening and testing products designed to deliver healthcare information to healthcare providers and consumers in the United States, the People’s Republic of China, and internationally",0 22
"Akers Biosciences, Inc. was founded in 1989 and is headquartered in Thorofare, New Jersey.",0 22
"Akorn, Inc., a specialty generic pharmaceutical company, develops, manufactures, and markets generic and branded prescription pharmaceuticals, over-the-counter (OTC) consumer health products, and animal health pharmaceuticals in the United States and internationally.",0 10
"Akoustis Technologies, Inc. engages in developing, designing, and manufacturing radio frequency (RF) filter products for the mobile wireless device industries.",0 26
"Akoustis Technologies, Inc. was founded in 2014 and is headquartered in Huntersville, North Carolina.",0 26
"Aksys Ltd. provides hemodialysis products and services for patients suffering from end-stage renal disease, known as chronic kidney failure.",0 9
"Aksys Ltd. also provides various services, including the delivery and installation of the PHD System; technical services, including maintenance and repair of the PHD System; delivery of consumables used in dialysis, such as the water purification components and dialysate concentrate; and artificial kidney, and arterial and venous blood tubing.",0 9
"Aksys Ltd. was founded in 1991 and is headquartered in Lincolnshire, Illinois.",0 9
"Alacer Gold Corp. engages in the mining, development, and exploration of mineral deposits in Turkey.",0 16
Alamo Energy Corp. operates as an oil and gas company in the United States.,0 17
"Alamo Energy Corp. is based in Houston, Texas.",0 17
"Alamo Group Inc. designs, manufactures, distributes, and services agricultural and infrastructure maintenance equipment for governmental and industrial use worldwide.",0 15
"It operates in three segments: Industrial, Agricultural, and European.",
"Alanco Technologies, Inc., together with its subsidiaries, engages in the treatment and disposal of produced water generated as a byproduct from oil and natural gas producers in Western Colorado",0 24
"Alarm.com Holdings, Inc. provides cloud-based software platform solutions for smart residential and commercial properties in the United States and internationally.",0 23
"Alarm.com Holdings, Inc. was founded in 2000 and is headquartered in Tysons, Virginia.",0 23
"Alaska Air Group, Inc., through its subsidiaries, provides passengers and cargo air transportation services.",0 21
"Alaska Communications Systems Group, Inc., through its subsidiaries, provides broadband telecommunication and managed information technology services to business, wholesale, and consumer customers in the state of Alaska.",0 40
"In addition, Alaska Communications Systems Group, Inc. owns and operates AKORN, an undersea fiber optic cable systems.",13 53 
"Alaska Communications Systems Group, Inc. was founded in 1998 and is based in Anchorage, Alaska.",0 40
"Alaska Pacific Energy Corp., an exploration stage company, engaged in the acquisition, exploration, and development of resource properties in Canada.",0 26
"Alaska Power & Telephone Company, through its subsidiaries, provides regulated electric and telephone services in rural portions of Alaska",0 32
"Alaska Power & Telephone Company was founded in 1957 and is based in Port Townsend, Washington.",0 32
Albany International Corp. engages in textile and materials processing businesses worldwide,0 25
"Albany International Corp. was founded in 1895 and is headquartered in Rochester, New Hampshire.",0 25
"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide.",0 21
"Albireo Pharma, Inc., a biopharmaceutical company, focuses on the development and commercialization of novel bile acid modulators to treat orphan pediatric liver diseases and gastrointestinal (GI) disorders in the United States.",0 19
"Albireo Pharma, Inc. is headquartered in Boston, Massachusetts.",0 19
"Alchemy Creative, Inc. develops, produces, and distributes online games, DVDs, 3-D cartoons, and derivative products.",0 21
"Alchemy Creative, Inc. was formerly known as Method Products Corp. and changed its name to Alchemy Creative, Inc. in November 2007.",0 21 45 65 91 112
"Alcoa Corporation produces and sells bauxite, alumina, and aluminum products. The company offers aluminum sheets for the production of cans for beverage and food.",0 17
"Alder BioPharmaceuticals, Inc. was incorporated in 2002 and is headquartered in Bothell, Washington.",0 29
"Aldeyra Therapeutics, Inc. engages in developing medicines for inflammatory diseases. ",0 25
"The company was formerly known as Aldexa Therapeutics, Inc. and changed its name to Aldeyra Therapeutics, Inc. in March 2014.",34 58 84 109
"Aldeyra Therapeutics, Inc. was founded in 2004 and is headquartered in Lexington, Massachusetts.",0 25
"Alerus Financial Corporation, through its subsidiaries, provides various financial services for individuals and businesses in the United States.",0 28
The company was formerly known as First National Bank North Dakota and changed its name to Alerus Financial Corporation in 2000.,34 53 91 119
"Alerus Financial Corporation was founded in 1879 and is based in Grand Forks, North Dakota.",0 28
"Alexandria Advantage Warranty Company, together with its subsidiaries, engages in the design, development, manufacture, and marketing of wireless communications semiconductors in the United States",0 37
Alexandria Advantage Warranty Company offers its products to the original design manufacturers and original equipment manufacturers,0 37
"The company was formerly known as TechnoConcepts, Inc. and changed its name to Alexandria Advantage Warranty Company in January 2016.",34 53 79 116
"Alexandria Advantage Warranty Company was founded in 1991 and is based in Manhattan Beach, California.",0 37
"Alexion Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes various therapeutic products.",0 28
"Alexion Pharmaceuticals, Inc. has collaboration and license agreement with Halozyme Therapeutics, Inc. to use drug-delivery technology in the development of subcutaneous formulations for its portfolio of products.",0 28 75 101
"The company was founded in 1992 and is headquartered in Boston, Massachusetts.",
"Algodon Wines & Luxury Development Group, Inc., through its subsidiaries, invests in, develops, and operates real estate projects in Argentina. ",0 45
"Algomizer, Ltd. develops algorithmic tools for online and mobile advertising campaigns",0 14
"The company was formerly known as Ma'ariv Holdings Ltd. and changed its name to Algomizer, Ltd. in October 2013.",34 54 80 94
"Algomizer, Ltd. was founded in 1978 and is based in New York, New York.",0 14
"Alico, Inc., together with its subsidiaries, operates as an agribusiness and land management company in the United States",0 10
"Alico, Inc. is a subsidiary of 734 Investors, LLC.",0 10
"Align Technology, Inc. designs, manufactures, and markets a system of clear aligner therapy, intraoral scanners, and computer-aided design and computer-aided manufacturing (CAD/CAM) digital services",0 21
Alimco Financial Corporation focuses on business financing solutions.,0 28
The company was formerly known as Alliance Semiconductor Corporation and changed its name to Alimco Financial Corporation in 2017.,34 68 93 121
"Alimco Financial Corporation was founded in 1985 and is based in West Palm Beach, Florida.",0 28
"Alimera Sciences, Inc., a pharmaceutical company, engages in the research, development, and commercialization of prescription ophthalmic pharmaceuticals in the United States and internationally.",0 21
"Alimera Sciences, Inc. was founded in 2003 and is headquartered in Alpharetta, Georgia.",0 21
"ALJ Regional Holdings, Inc. provides call center, back office, staffing, and toll collection services to government and commercial clients in the healthcare, utility, toll, and transportation industries in the United States.",0 26
"The company was formerly known as YouthStream Media Networks, Inc. and changed its name to ALJ Regional Holdings, Inc. in October 2006",34 65 91 117
"ALJ Regional Holdings, Inc. was founded in 1995 and is based in New York, New York.",0 26
"Alkame Holdings, Inc., through its subsidiaries, produces and distributes bottled alkaline, antioxidant, and oxygenated water",0 20
"Alkane, Inc. provides diesel additives for diesel powered engines.",0 11
"All American Gold Corp., an exploration stage company, acquires, explores, and develops gold and related mineral properties in the United States.",0 22
"The company was formerly known as Osprey Ventures, Inc. and changed its name to All American Gold Corp. in October 2010",34 54 80 102
"All American Gold Corp. was founded in 2006 and is based in Delray Beach, Florida.",0 22
"All American Pet Company, Inc. develops and markets pet wellness products in the United States",0 29
"All American Pet Company, Inc. was founded in 2003 and is based in Los Angeles, California.",0 29
"All for One Media Corp., a media and entertainment company, engages in the content development of media.",0 22
"The company was formerly known as Early Equine, Inc. and changed its name to All for One Media Corp. in November 2015",34 51 77 99
"All for One Media Corp. was incorporated in 2004 and is based in Mount Kisco, New York.",0 22
"All Grade Mining, Inc., a development stage company, engages in the acquisition and exploration of mining properties in the Republic of Chile",0 21
"The company was formerly known as Hybred International, Inc. and changed its name to All Grade Mining, Inc. in November 2011",34 59 85 106
"All Grade Mining, Inc. is based in Hackensack, New Jersey.",0 21
"All Marketing Solutions, Inc., a development-stage company, focuses on providing patent consulting and technology transfer services.",0 28
"The company was formerly known as Patents Professional, Inc.",34 59
"All Marketing Solutions, Inc. was founded in 2008 and is based in Carson City, Nevada.",0 28
"All-American Sportpark, Inc. does not have significant operations.",0 27
"Previously, it operated a golf center in Las Vegas, Nevada.",
